gene	AD	CTL	delta	z_change	perc_AD	perc_CTL	delta_perc	HigherNetwork	gene_clean	delta_abs_percentil	logFC	is_dge	n_dge	hgnc_symbol	label
ENSG00000164466	108	1	107	0.6987469247647394	0.639911929543635	0.02962369895916733	0.6102882305844677	AD	ENSG00000164466	0.9925940752602082	-0.09611473541324855	FALSE	0	SFXN1	SFXN1
ENSG00000127152	108	1	107	0.6987469247647394	0.639911929543635	0.02962369895916733	0.6102882305844677	AD	ENSG00000127152	0.9925940752602082	-0.14784327930361307	FALSE	0	BCL11B	BCL11B
ENSG00000057663	2	266	-264	-1.977734395606251	0.1801441152922338	0.789031224979984	-0.6088871096877502	Control	ENSG00000057663	0.9919935948759008	-0.04825273784527617	FALSE	0	ATG5	ATG5
ENSG00000270170	1	151	-150	-1.1553115640097742	0.072257806244996	0.6751401120896717	-0.6028823058446757	Control	ENSG00000270170	0.9915932746196957	-0.1307986383991615	FALSE	0	NCBP2AS2	NCBP2AS2
ENSG00000256008	97	1	96	0.6193903357510443	0.6297037630104083	0.02962369895916733	0.6000800640512409	AD	ENSG00000256008	0.9911929543634908	-0.18313267303371727	FALSE	0	CABP1-DT	CABP1-DT
ENSG00000159753	145	2	143	0.9584593979004692	0.671537229783827	0.0788630904723779	0.5926741393114491	AD	ENSG00000159753	0.9907926341072858	-0.0978249765708128	FALSE	0	CARMIL2	CARMIL2
ENSG00000166086	1	141	-140	-1.0831692103609605	0.072257806244996	0.6591273018414732	-0.5868694955964772	Control	ENSG00000166086	0.9901921537229784	0.02776120987583574	FALSE	0	JAM3	JAM3
ENSG00000168781	1	141	-140	-1.0831692103609605	0.072257806244996	0.6591273018414732	-0.5868694955964772	Control	ENSG00000168781	0.9901921537229784	-0.06598936466622618	FALSE	0	PPIP5K1	PPIP5K1
ENSG00000122574	138	2	136	0.9079597503462994	0.6651321056845476	0.0788630904723779	0.5862690152121697	AD	ENSG00000122574	0.9895916733386709	-0.2227813481019396	FALSE	0	WIPF3	WIPF3
ENSG00000250584	1	138	-137	-1.0615265042663162	0.072257806244996	0.6539231385108086	-0.5816653322658126	Control	ENSG00000250584	0.989191353082466	-0.0938145113292288	FALSE	0	LINC01511	LINC01511
ENSG00000164985	77	1	76	0.4751056284534167	0.6092874299439551	0.02962369895916733	0.5796637309847879	AD	ENSG00000164985	0.988791032826261	-0.12472601182133758	FALSE	0	PSIP1	PSIP1
ENSG00000196187	1	136	-135	-1.0470980335365534	0.072257806244996	0.6505204163330665	-0.57826261008807045	Control	ENSG00000196187	0.9883907125700561	0.10346142222438104	FALSE	0	TMEM63A	TMEM63A
ENSG00000177182	296	7	289	2.01173776117315	0.7688150520416333	0.19315452361889512	0.5756605284227381	AD	ENSG00000177182	0.9879903923138511	-0.20522943131710217	FALSE	0	CLVS1	CLVS1
ENSG00000133985	7	516	-509	-3.7452220600021886	0.3592874299439552	0.9283426741393116	-0.5690552441953562	Control	ENSG00000133985	0.9875900720576462	-0.00101539658644433	FALSE	0	TTC9	TTC9
ENSG00000101349	152	3	149	1.0017448100897572	0.6761409127301842	0.11188951160928742	0.5642514011208968	AD	ENSG00000101349	0.9871897518014412	-0.199252979522905	FALSE	0	PAK5	PAK5
ENSG00000107282	412	14	398	2.79808941594522	0.8350680544435548	0.27241793434747796	0.5626501200960768	AD	ENSG00000107282	0.9867894315452362	-0.04582716951583521	FALSE	0	APBA1	APBA1
ENSG00000165914	372	12	360	2.5239484720797276	0.8144515612489992	0.25500400320256206	0.5594475580464371	AD	ENSG00000165914	0.9863891112890312	-0.0781849493232496	FALSE	0	TTC7B	TTC7B
ENSG00000177383	2	203	-201	-1.5232375676187244	0.1801441152922338	0.7375900720576462	-0.5574459567654124	Control	ENSG00000177383	0.9859887910328262	-0.06828037447617952	FALSE	0	MAGEF1	MAGEF1
ENSG00000162949	1	124	-123	-0.960527209157977	0.072257806244996	0.6289031224979984	-0.5566453162530024	Control	ENSG00000162949	0.9855884707766213	-0.06551534978659035	FALSE	0	CAPN13	CAPN13
ENSG00000170017	1	122	-121	-0.9460987384282142	0.072257806244996	0.6246997598078463	-0.5524419535628503	Control	ENSG00000170017	0.9851881505204163	0.17668079916468038	FALSE	0	ALCAM	ALCAM
ENSG00000038274	1	121	-120	-0.9388845030633328	0.072257806244996	0.622898318654924	-0.550640512409928	Control	ENSG00000038274	0.9847878302642114	-0.13995404044332993	FALSE	0	MAT2B	MAT2B
